Database ID,Sample ID,Ecosystem,Sample type,Common name,Scientific name,Bush food group,Wildlife group,Compartment,Composite count,Dry mass fraction,Sex,Mussel age (y),Soil depth (cm),Family code,Collection date (day/month/year),Location,Status,Easting,Northing,Zone,Datum,Geocoding,U-238,U-238err,U-234,U-234err,Th-230,Th-230err,Ra-226,Ra-226err,Pb-210,Pb-210err,Po-210,Po-210err,Th-232,Th-232err,Ra-228,Ra-228err,Th-228,Th-228err,Ac-227,Ac-227err,K-40,K-40err,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Na,Ni,P,Pb,Rb,S,Sb,Se,Sr,Th,U,V,Zn,Reference,Notes
696,31235,Freshwater,Animal,Spangled grunter,Leiopotherapon unicolor,,Freshwater-Fish,Whole,1,1.9E-1,,,,FISH0284,17/04/2002,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.1E+0,,4.9E+1,6.8E+4,1.9E-2,4.3E-1,<1.9E+0,1.6E+0,1.0E+2,,1.4E+4,2.4E+3,1.1E+2,4.2E+3,2.7E+0,,7.8E-2,,,,,4.9E+2,,3.9E-3,,1.3E+2,18,
697,31236,Freshwater,Animal,Mouth almighty,Glossamia aprion,,Freshwater-Fish,Whole,1,1.9E-1,,,,FISH0285,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.0E+0,,3.1E+1,1.2E+4,<9.4E-3,1.2E-1,<1.9E+0,2.6E-1,1.8E+1,,2.1E+3,4.3E+2,3.4E+1,7.9E+2,5.1E-1,,<3.8E-2,,,,,9.5E+1,,<1.9E-3,,2.4E+1,18,
698,31237,Freshwater,Animal,Mouth almighty,Glossamia aprion,,Freshwater-Fish,Whole,1,1.8E-1,,,,FISH0286,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<1.8E+0,,2.6E+1,1.2E+4,<9.1E-3,8.8E-2,<1.8E+0,3.3E-1,<9.1E+0,,2.1E+3,4.3E+2,3.5E+1,8.2E+2,4.8E-1,,<3.7E-2,,,,,9.2E+1,,<1.8E-3,,2.3E+1,18,
699,31238,Freshwater,Animal,Mouth almighty,Glossamia aprion,,Freshwater-Fish,Whole,1,1.9E-1,,,,FISH0287,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,9.7E+0,,1.2E+2,3.5E+4,1.1E-2,5.1E-1,<1.9E+0,3.9E-1,1.7E+1,,7.2E+3,1.4E+3,2.2E+2,2.4E+3,1.4E+0,,<3.7E-2,,,,,3.0E+2,,1.9E-3,,6.9E+1,18,
700,31239,Freshwater,Animal,Mouth almighty,Glossamia aprion,,Freshwater-Fish,Whole,2,1.7E-1,,,,FISH0288,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.2E+0,,2.2E+1,1.1E+4,<8.5E-3,1.7E-1,<1.7E+0,2.0E-1,1.1E+1,,2.3E+3,4.3E+2,6.9E+1,8.6E+2,4.6E-1,,<3.4E-2,,,,,1.0E+2,,<1.7E-3,,2.5E+1,18,
701,31240,Freshwater,Animal,Mouth almighty,Glossamia aprion,,Freshwater-Fish,Whole,3,1.3E-1,,,,FISH0289,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<1.3E+0,,2.5E+1,6.8E+3,<6.5E-3,7.7E-2,<1.3E+0,1.2E-1,<6.5E+0,,1.1E+3,2.6E+2,3.6E+1,5.4E+2,3.8E-1,,<2.6E-2,,,,,6.1E+1,,<1.3E-3,,1.6E+1,18,
702,31241,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,3,1.9E-1,,,,FISH0290,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.0E+0,,1.3E+1,1.2E+4,<9.7E-3,1.2E-1,<1.9E+0,5.8E-1,2.3E+1,,1.5E+3,3.9E+2,4.4E+0,6.1E+2,4.7E-1,,<3.9E-2,,,,,1.0E+2,,<1.9E-3,,3.8E+1,18,
703,31242,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,4,1.9E-1,,,,FISH0291,15/04/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.9E+0,,1.4E+1,1.1E+4,<9.7E-3,8.3E-2,<1.9E+0,9.5E-1,1.2E+1,,1.3E+3,3.9E+2,4.1E+0,5.6E+2,4.2E-1,,<3.9E-2,,,,,9.7E+1,,<1.9E-3,,3.6E+1,18,
704,31244,Freshwater,Animal,Spangled grunter,Leiopotherapon unicolor,,Freshwater-Fish,Whole,1,2.6E-1,,,,FISH0292,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.0E+0,,8.3E+0,8.0E+3,<1.3E-2,6.0E-2,<2.6E+0,3.1E-1,3.1E+1,,1.8E+3,3.0E+2,1.7E+1,4.8E+2,3.1E-1,,<5.2E-2,,,,,5.4E+1,,2.6E-3,,1.6E+1,18,
705,31245,Freshwater,Animal,Spangled grunter,Leiopotherapon unicolor,,Freshwater-Fish,Whole,1,2.2E-1,,,,FISH0293,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.3E+0,,1.1E+1,1.1E+4,<1.1E-2,9.3E-2,<2.2E+0,4.0E-1,2.6E+1,,2.1E+3,4.0E+2,2.0E+1,6.5E+2,4.2E-1,,4.4E-2,,,,,6.4E+1,,2.2E-3,,2.1E+1,18,
706,31246,Freshwater,Animal,Spangled grunter,Leiopotherapon unicolor,,Freshwater-Fish,Whole,1,2.4E-1,,,,FISH0294,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.1E+0,,1.7E+1,9.9E+3,<1.2E-2,1.2E-1,<2.4E+0,2.0E+0,2.9E+1,,2.2E+3,3.9E+2,3.6E+1,6.3E+2,3.6E-1,,<4.8E-2,,,,,8.6E+1,,2.4E-3,,2.3E+1,18,
707,31247,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.5E-1,,,,FISH0295,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.5E+0,,1.2E+1,1.6E+4,<1.3E-2,7.3E-2,<2.5E+0,7.6E-1,1.6E+1,,1.7E+3,5.0E+2,3.0E+0,6.8E+2,5.5E-1,,<5.0E-2,,,,,1.2E+2,,5.0E-3,,3.2E+1,18,
708,31248,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.8E-1,,,,FISH0296,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.8E+0,,1.3E+1,8.4E+3,<1.4E-2,5.3E-2,<2.8E+0,3.6E-1,<1.4E+1,,1.1E+3,2.8E+2,1.4E+0,3.8E+2,3.6E-1,,<5.6E-2,,,,,8.3E+1,,<2.8E-3,,2.0E+1,18,
709,31249,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.6E-1,,,,FISH0297,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.4E+1,,1.4E+1,1.5E+4,<1.3E-2,8.4E-2,<2.6E+0,5.5E-1,4.6E+1,,1.9E+3,4.7E+2,2.4E+0,6.5E+2,5.0E-1,,<5.3E-2,,,,,1.2E+2,,5.3E-3,,3.1E+1,18,
710,31250,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.5E-1,,,,FISH0298,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.5E+0,,6.5E+0,1.3E+4,<1.2E-2,8.0E-2,<2.5E+0,1.2E+0,1.7E+1,,2.0E+3,4.7E+2,2.0E+0,6.1E+2,5.2E-1,,<5.0E-2,,,,,7.3E+1,,5.0E-3,,3.2E+1,18,
711,31251,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.6E-1,,,,FISH0299,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.3E+1,,2.8E+1,2.8E+4,<1.3E-2,2.1E-1,<2.6E+0,2.6E+0,8.4E+1,,3.4E+3,9.0E+2,1.3E+1,1.2E+3,1.0E+0,,<5.3E-2,,,,,2.1E+2,,1.1E-2,,1.2E+2,18,
712,31252,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.8E-1,,,,FISH0300,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.2E+1,,3.4E+1,6.7E+4,1.7E-2,4.4E-1,<2.8E+0,7.6E+0,9.6E+1,,7.8E+3,2.1E+3,2.8E+1,2.9E+3,2.5E+0,,<5.5E-2,,,,,3.7E+2,,2.2E-2,,1.3E+2,18,
713,31253,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.3E-1,,,,FISH0301,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.9E+0,,6.3E+0,1.2E+4,<1.1E-2,7.7E-2,<2.3E+0,1.0E+0,1.9E+1,,2.0E+3,4.4E+2,1.5E+0,5.4E+2,4.5E-1,,<4.5E-2,,,,,6.3E+1,,2.3E-3,,2.8E+1,18,
714,31254,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.5E-1,,,,FISH0302,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.0E+1,,2.1E+1,1.5E+4,<1.2E-2,1.1E-1,<2.5E+0,7.0E-1,5.8E+1,,1.7E+3,4.7E+2,3.8E+0,6.6E+2,6.0E-1,,<5.0E-2,,,,,1.1E+2,,7.5E-3,,3.8E+1,18,
715,31255,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.8E-1,,,,FISH0303,15/04/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.1E+2,,9.2E+1,8.4E+4,1.9E-2,5.5E-1,<2.8E+0,7.0E+0,2.5E+2,,1.0E+4,2.6E+3,2.0E+1,4.2E+3,3.2E+0,,1.1E-1,,,,,6.2E+2,,1.9E-2,,1.4E+2,18,
716,31256,Freshwater,Animal,Spangled grunter,Leiopotherapon unicolor,,Freshwater-Fish,Whole,1,2.1E-1,,,,FISH0304,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.4E+1,,6.6E+1,8.2E+4,1.7E-2,5.1E-1,<2.1E+0,1.0E+1,1.5E+2,,1.8E+4,3.1E+3,6.9E+1,6.3E+3,3.1E+0,,6.3E-2,,,,,5.1E+2,,4.2E-3,,1.7E+2,18,
717,31257,Freshwater,Animal,Spangled grunter,Leiopotherapon unicolor,,Freshwater-Fish,Whole,1,2.3E-1,,,,FISH0305,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.3E+0,,4.5E+0,1.1E+4,<1.1E-2,5.0E-2,<2.3E+0,2.7E-1,1.7E+1,,2.2E+3,3.8E+2,6.6E+0,6.9E+2,3.8E-1,,<4.5E-2,,,,,6.0E+1,,<2.3E-3,,1.6E+1,18,
718,31258,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.6E-1,,,,FISH0306,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.7E+0,,6.2E+0,1.4E+4,<1.3E-2,9.1E-2,<2.6E+0,6.5E-1,1.5E+1,,2.0E+3,4.6E+2,2.6E+0,7.2E+2,4.7E-1,,<5.2E-2,,,,,9.7E+1,,<2.6E-3,,2.8E+1,18,
719,31259,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.8E-1,,,,FISH0307,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.0E+1,,1.3E+1,1.3E+4,<1.4E-2,1.1E-1,<2.8E+0,1.8E+0,2.0E+1,,2.0E+3,4.6E+2,3.1E+0,7.2E+2,5.3E-1,,<5.6E-2,,,,,1.3E+2,,<2.8E-3,,3.4E+1,18,
720,31260,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,2,2.4E-1,,,,FISH0308,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.4E+0,,1.1E+1,1.1E+4,<1.2E-2,8.3E-2,<2.4E+0,1.2E+0,1.6E+1,,1.7E+3,4.3E+2,3.0E+0,5.7E+2,4.4E-1,,<4.9E-2,,,,,1.0E+2,,<2.4E-3,,3.3E+1,18,
721,31261,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,5,2.0E-1,,,,FISH0309,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.8E+0,,9.2E+0,9.8E+3,<1.0E-2,7.3E-2,<2.0E+0,1.5E+0,4.4E+1,,1.1E+3,3.5E+2,2.7E+0,4.8E+2,4.3E-1,,<4.0E-2,,,,,8.6E+1,,<2.0E-3,,3.5E+1,18,
722,31262,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,2,2.7E-1,,,,FISH0310,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.2E+0,,1.4E+1,1.2E+4,<1.3E-2,9.6E-2,<2.7E+0,2.1E-1,1.4E+1,,1.6E+3,4.3E+2,2.5E+0,5.6E+2,4.8E-1,,<5.3E-2,,,,,1.1E+2,,<2.7E-3,,5.8E+1,18,
723,31263,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,3,2.3E-1,,,,FISH0311,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.3E+0,,1.3E+1,1.3E+4,<1.1E-2,7.3E-2,<2.3E+0,5.9E-1,2.8E+1,,1.2E+3,4.2E+2,2.2E+0,5.7E+2,4.5E-1,,<4.5E-2,,,,,1.1E+2,,<2.3E-3,,5.9E+1,18,
724,31264,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,8,1.8E-1,,,,FISH0312,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.9E+0,,1.3E+1,7.4E+3,<8.8E-3,6.2E-2,<1.8E+0,1.9E-1,1.5E+1,,5.0E+2,2.6E+2,1.5E+0,3.2E+2,3.0E-1,,<3.5E-2,,,,,7.7E+1,,<1.8E-3,,4.2E+1,18,
725,31265,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,2,2.5E-1,,,,FISH0313,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.2E+1,,3.3E+1,4.1E+4,<1.2E-2,3.4E-1,<2.5E+0,4.9E+0,9.0E+1,,5.8E+3,1.6E+3,7.1E+0,2.2E+3,1.5E+0,,9.9E-2,,,,,3.3E+2,,2.5E-3,,1.2E+2,18,
726,31266,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,3,2.0E-1,,,,FISH0314,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.0E+0,,3.3E+1,3.3E+4,<1.0E-2,2.1E-1,<2.0E+0,5.3E-1,3.3E+1,,2.5E+3,1.1E+3,5.2E+0,1.5E+3,1.1E+0,,1.0E-1,,,,,2.8E+2,,<2.0E-3,,1.6E+2,18,
727,31517,Freshwater,Animal,Chequered rainbowfish,Melanotaenia splendida inornata,,Freshwater-Fish,Whole,1,2.7E-1,,,,FISH0315,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.8E+1,,2.7E+1,1.6E+4,<1.4E-2,6.8E-2,<2.7E+0,2.3E+0,1.2E+2,,2.7E+3,5.3E+2,4.0E+0,1.0E+3,3.3E-1,,1.1E-1,,,,,1.6E+2,,1.9E-2,,4.8E+1,18,
728,31518,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,1,2.4E-1,,,,FISH0316,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.6E+1,,1.5E+1,1.4E+4,<1.2E-2,6.1E-2,<2.4E+0,5.3E-1,1.7E+2,,2.0E+3,4.6E+2,1.3E+0,8.3E+2,2.9E-1,,<4.9E-2,,,,,1.2E+2,,7.3E-3,,4.3E+1,18,
729,31519,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,2,2.7E-1,,,,FISH0317,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.6E+1,,1.5E+1,1.5E+4,<1.4E-2,5.5E-2,<2.7E+0,5.5E-1,2.2E+2,,2.0E+3,5.0E+2,2.7E+0,8.3E+2,3.3E-1,,5.5E-2,,,,,1.1E+2,,8.2E-3,,6.1E+1,18,
730,31520,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,2,2.5E-1,,,,FISH0318,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,7.4E+1,,2.1E+1,1.8E+4,<1.2E-2,6.2E-2,<2.5E+0,4.9E-1,2.4E+2,,1.9E+3,5.7E+2,2.5E+0,9.1E+2,3.4E-1,,4.9E-2,,,,,1.5E+2,,9.8E-3,,6.4E+1,18,
731,31521,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,2,2.1E-1,,,,FISH0319,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.8E+1,,2.1E+1,1.8E+4,<1.1E-2,7.4E-2,<2.1E+0,5.9E-1,1.7E+2,,2.0E+3,5.8E+2,4.9E+0,8.5E+2,2.9E-1,,<4.2E-2,,,,,1.4E+2,,2.1E-3,,6.0E+1,18,
732,31522,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,4,2.3E-1,,,,FISH0320,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.6E+1,,2.7E+1,2.1E+4,<1.2E-2,8.1E-2,<2.3E+0,6.9E-1,1.0E+2,,2.0E+3,7.0E+2,3.5E+0,8.8E+2,4.2E-1,,9.2E-2,,,,,1.7E+2,,6.9E-3,,9.6E+1,18,
733,31523,Freshwater,Animal,Black-banded rainbowfish,Melanotaenia nigrans,,Freshwater-Fish,Whole,3,2.1E-1,,,,FISH0321,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.8E+1,,1.9E+1,1.8E+4,<1.1E-2,5.4E-2,<2.1E+0,5.6E-1,1.2E+2,,2.1E+3,5.8E+2,2.4E+0,9.0E+2,3.0E-1,,<4.3E-2,,,,,1.3E+2,,2.1E-3,,6.9E+1,18,
734,31524,Freshwater,Animal,Purple-spotted gudgeon,Mogurnda mogurnda,,Freshwater-Fish,Whole,1,2.3E-1,,,,FISH0322,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.1E+1,,1.7E+1,1.0E+4,<1.2E-2,8.1E-2,<2.3E+0,9.2E-1,7.8E+1,,3.2E+3,4.8E+2,2.1E+1,1.1E+3,1.8E-1,,<4.6E-2,,,,,9.0E+1,,1.2E-2,,2.9E+1,18,
735,31525,Freshwater,Animal,Penny Fish,Denariusa bandata,,Freshwater-Fish,Whole,2,2.5E-1,,,,FISH0323,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,9.8E+0,,8.7E+1,1.6E+4,<1.2E-2,1.2E-1,<2.5E+0,6.9E-1,6.6E+1,,2.2E+3,5.5E+2,4.5E+1,9.7E+2,2.9E-1,,4.9E-2,,,,,1.4E+2,,1.2E-2,,5.2E+1,18,
736,31526,Freshwater,Animal,Perchlets,Ambassis spp.,,Freshwater-Fish,Whole,1,2.8E-1,,,,FISH0324,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.5E+0,,3.5E+1,1.7E+4,<1.4E-2,9.7E-2,<2.8E+0,6.1E-1,4.7E+1,,2.3E+3,4.9E+2,5.0E+1,9.4E+2,2.8E-1,,5.5E-2,,,,,1.5E+2,,2.8E-3,,3.8E+1,18,
737,31527,Freshwater,Animal,Perchlets,Ambassis spp.,,Freshwater-Fish,Whole,1,2.1E-1,,,,FISH0325,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.1E+0,,2.5E+1,1.7E+4,1.0E-2,1.0E-1,<2.1E+0,7.0E-1,3.9E+1,,2.7E+3,5.3E+2,5.1E+1,9.5E+2,3.3E-1,,8.2E-2,,,,,1.2E+2,,4.1E-3,,4.4E+1,18,
738,31530,Freshwater,Animal,Black catfish,Neosilurus ater,Fish group 2,Freshwater-Fish,Bone,1,4.3E-1,,,,FISH0326,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<4.3E+0,,1.2E+1,7.9E+4,<2.2E-2,<2.2E-2,<4.3E+0,1.0E+0,3.0E+1,,1.9E+3,1.5E+3,1.5E+2,1.7E+3,1.4E+0,,8.6E-2,,,,,3.6E+2,,2.6E-2,,4.0E+1,18,
739,31529,Freshwater,Animal,Black catfish,Neosilurus ater,Fish group 2,Freshwater-Fish,Flesh,1,1.8E-1,,,,FISH0326,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<1.8E+0,,1.1E-1,1.2E+2,3.6E-2,<9.1E-3,<1.8E+0,4.0E-1,5.5E+0,,4.2E+3,3.0E+2,4.6E-2,4.9E+2,3.6E-2,,<3.6E-2,,,,,4.8E-1,,1.8E-3,,3.5E+0,18,
740,31528,Freshwater,Animal,Black catfish,Neosilurus ater,Fish group 2,Freshwater-Fish,Liver,1,2.0E-1,,,,FISH0326,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<2.0E+0,,9.2E-2,1.2E+2,3.1E-2,1.2E-1,<2.0E+0,1.4E+1,1.7E+2,,2.3E+3,1.7E+2,2.1E+0,1.7E+3,<4.1E-2,,<4.1E-2,,,,,8.5E-1,,4.1E-3,,2.2E+1,18,
741,31533,Freshwater,Animal,Black catfish,Neosilurus ater,Fish group 2,Freshwater-Fish,Bone,1,4.5E-1,,,,FISH0327,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.5E+0,,1.5E+1,8.8E+4,<2.3E-2,<2.3E-2,<4.5E+0,2.3E+0,2.3E+1,,2.2E+3,1.5E+3,3.3E+2,1.7E+3,1.5E+0,,9.1E-2,,,,,3.9E+2,,3.6E-2,,4.6E+1,18,
742,31532,Freshwater,Animal,Black catfish,Neosilurus ater,Fish group 2,Freshwater-Fish,Flesh,1,1.8E-1,,,,FISH0327,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<1.8E+0,,1.5E-1,2.0E+2,<8.9E-3,<8.9E-3,<1.8E+0,4.6E-1,5.3E+0,,3.8E+3,2.7E+2,9.7E-2,3.7E+2,<3.5E-2,,<3.5E-2,,,,,8.1E-1,,3.5E-3,,4.6E+0,18,
743,31531,Freshwater,Animal,Black catfish,Neosilurus ater,Fish group 2,Freshwater-Fish,Liver,1,1.9E-1,,,,FISH0327,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,<1.9E+0,,1.2E-1,2.9E+2,2.9E-2,6.7E-2,<1.9E+0,1.0E+1,1.4E+2,,1.9E+3,1.2E+2,1.6E+0,1.5E+3,<3.8E-2,,<3.8E-2,,,,,1.5E+0,,1.9E-3,,1.8E+1,18,
